SECID,BOARDID,BID,BIDDEPTH,OFFER,OFFERDEPTH,SPREAD,BIDDEPTHT,OFFERDEPTHT,OPEN,LOW,HIGH,LAST,LASTCHANGE,LASTCHANGEPRCNT,QTY,VALUE,VALUE_USD,WAPRICE,LASTCNGTOLASTWAPRICE,WAPTOPREVWAPRICEPRCNT,WAPTOPREVWAPRICE,CLOSEPRICE,MARKETPRICETODAY,MARKETPRICE,LASTTOPREVPRICE,NUMTRADES,VOLTODAY,VALTODAY,VALTODAY_USD,ETFSETTLEPRICE,TRADINGSTATUS,UPDATETIME,LASTBID,LASTOFFER,LCLOSEPRICE,LCURRENTPRICE,MARKETPRICE2,NUMBIDS,NUMOFFERS,CHANGE,TIME,HIGHBID,LOWOFFER,PRICEMINUSPREVWAPRICE,OPENPERIODPRICE,SEQNUM,SYSTIME,CLOSINGAUCTIONPRICE,CLOSINGAUCTIONVOLUME,ISSUECAPITALIZATION,ISSUECAPITALIZATION_UPDATETIME,ETFSETTLECURRENCY,VALTODAY_RUR,TRADINGSESSION,TRENDISSUECAPITALIZATION
KZOSP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,26.43,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,3128631360.0,00:00:00,,0,,0.0
LEAS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1023.7,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,122040000000.0,00:00:00,,0,,0.0
LENT,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1123.5,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,130599331822.0,00:00:00,,0,,0.0
LKOH,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,7761.5,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,5348923682640.0,00:00:00,,0,,0.0
LNZL,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,15940.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,18073755000.0,00:00:00,,0,,0.0
LNZLP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,2715.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,938790000.0,00:00:00,,0,,0.0
LSNG,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,21.32,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,180874724490.4,00:00:00,,0,,0.0
LSNGP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,220.2,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,20555454144.4,00:00:00,,0,,0.0
LSRG,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,814.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,82671444516.0,00:00:00,,0,,0.0
LVHK,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,52.1,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2713175000.0,00:00:00,,0,,0.0
MAGE,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,5.02,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2314552957.32,00:00:00,,0,,0.0
MAGEP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3.51,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,514226586.62,00:00:00,,0,,0.0
MAGN,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,59.115,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,658503266900.0,00:00:00,,0,,0.0
MBNK,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,2501.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,86607286563.0,18:49:28,,0,,0.0
MDMG,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1072.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,,,,0,,
MFGS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,459.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,45410202832.5,00:00:00,,0,,0.0
MFGSP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,323.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,10726955937.5,00:00:00,,0,,0.0
MGKL,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,2.6725,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,3340078985.0,00:00:00,,0,,0.0
MGNT,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,8031.5,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,821099787235.0,00:00:00,,0,,0.0
MGNZ,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2963143680.0,00:00:00,,0,,0.0
MGTS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1595.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,126736914090.0,00:00:00,,0,,0.0
MGTSP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1256.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,19392552500.0,00:00:00,,0,,0.0
MISB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,72.6,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,8724301048.0,00:00:00,,0,,0.0
MISBP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,68.3,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,708372630.0,00:00:00,,0,,0.0
MOEX,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,235.86,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,539507145546.0,00:00:00,,0,,0.0
MRKC,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.5878,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,24672164993.9,00:00:00,,0,,0.0
MRKK,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,25.12,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,51831449249.2,00:00:00,,0,,0.0
MRKP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.3568,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,40075343740.49,00:00:00,,0,,0.0
MRKS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.7335,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,68978031263.65,00:00:00,,0,,0.0
MRKU,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.674,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,59137980534.92,00:00:00,,0,,0.0
MRKV,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.0708,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,13369865069.97,00:00:00,,0,,0.0
MRKY,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.08815,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,13253460663.34,00:00:00,,0,,0.0
MRKZ,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.09175,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,8711729709.4,00:00:00,,0,,0.0
MRSB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.909,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,1213224014.42,00:00:00,,0,,0.0
MSNG,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3.365,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,132564114599.5,00:00:00,,0,,0.0
MSRS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1.371,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,65998109082.77,00:00:00,,0,,0.0
MSTT,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,200.8,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,55441234975.0,00:00:00,,0,,0.0
MTLR,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,229.95,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,94493459115.0,00:00:00,,0,,0.0
MTLRP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,241.15,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,32968643004.0,00:00:00,,0,,0.0
MTSS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,304.7,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,607707836957.5,00:00:00,,0,,0.0
MVID,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,175.2,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,31405509256.9,00:00:00,,0,,0.0
NAUK,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,682.5,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,7916649250.0,00:00:00,,0,,0.0
NFAZ,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,505.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,3971214624.0,00:00:00,,0,,0.0
NKHP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1026.5,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,67732194000.0,00:00:00,,0,,0.0
NKNC,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,99.85,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,159514344000.0,00:00:00,,0,,0.0
NKNCP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,77.7,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,16979999975.0,00:00:00,,0,,0.0
NKSH,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,70.85,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,4464368528.55,00:00:00,,0,,0.0
NLMK,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,253.98,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,1530909966185.6,00:00:00,,0,,0.0
NMTP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,12.16,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,234199355264.0,23:49:31,,0,,0.0
NNSB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,4950.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,19401030000.0,17:17:35,,0,,0.0
NNSBP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1650.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,1739905632.0,00:00:00,,0,,0.0
NSVZ,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,518.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,8047050525.0,00:00:00,,0,,0.0
NVTK,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1150.8,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,3401877242400.0,00:00:00,,0,,0.0
OGKB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.5332,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,56755712571.09,00:00:00,,0,,0.0
OKEY,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,30.81,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,,,,0,,
OMZZP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,20540.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,57145000000.0,00:00:00,,0,,0.0
OZON,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,4571.5,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,,,,0,,
PHOR,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,6239.0,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,811447000000.0,00:00:00,,0,,0.0
PIKK,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,864.8,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,574038241670.4,00:00:00,,0,,0.0
PLZL,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,13956.5,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,1873675638000.0,00:00:00,,0,,0.0
PMSB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,276.2,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,9414849600.0,00:00:00,,0,,0.0
PMSBP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,281.4,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2985970500.0,00:00:00,,0,,0.0
POLY,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,288.4,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,145457846903.7,00:00:00,,0,,0.0
POSI,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3078.0,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,201537600000.0,00:00:00,,0,,0.0
PRFN,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,5.854,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,4862067210.0,00:00:00,,0,,0.0
PRMB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,35000.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,8700000000.0,00:00:00,,0,,0.0
QIWI,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,187.8,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,,,,0,,
RASP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,404.35,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,269888530357.2,00:00:00,,0,,0.0
RBCM,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,18.768,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,6709329033.5,00:00:00,,0,,0.0
RDRB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,206.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,4423384646.0,18:45:43,,0,,0.0
RENI,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,106.94,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,59148385236.0,00:00:00,,0,,0.0
RGSS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.3212,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,156934899337.35,00:00:00,,0,,0.0
RKKE,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,25590.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,45745319310.0,00:00:00,,0,,0.0
RNFT,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,212.3,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,61647552000.0,00:00:00,,0,,0.0
ROLO,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1.1404,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,33715123800.0,00:00:00,,0,,0.0
ROSB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,117.6,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,183065418654.0,00:00:00,,0,,0.0
ROSN,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,587.65,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,6200993840726.7,00:00:00,,0,,0.0
ROST,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,179.8,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2784951047.2,00:00:00,,0,,0.0
RTGZ,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,47400.0,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,5459168400.0,00:00:00,,0,,0.0
RTKM,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,104.93,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,345929491778.73,00:00:00,,0,,0.0
RTKMP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,85.95,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,17928298325.85,00:00:00,,0,,0.0
RTSB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,4.66,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,38327125447.34,00:00:00,,0,,0.0
RTSBP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,2.188,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,1969968880.77,00:00:00,,0,,0.0
RUAL,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,44.605,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,671683187049.02,00:00:00,,0,,0.0
RUSI,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,118.9,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,12938300000.0,00:00:00,,0,,0.0
RZSB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,43.58,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,9014315983.2,00:00:00,,0,,0.0
SAGO,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3.775,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,13147119496.38,00:00:00,,0,,0.0
SAGOP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3.98,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2077532458.4,18:45:05,,0,,0.0
SARE,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.593,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2870425517.64,00:00:00,,0,,0.0
SAREP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,0.3455,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,510714072.0,00:00:00,,0,,0.0
SBER,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,321.69,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,6929410308000.0,00:00:00,,0,,0.0
SBERP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,322.07,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,321580000000.0,00:00:00,,0,,0.0
SELG,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,72.69,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,73428700000.0,00:00:00,,0,,0.0
SFIN,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1368.2,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,150666362733.6,00:00:00,,0,,0.0
SGZH,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3.423,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,51588720000.0,00:00:00,,0,,0.0
SIBN,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,732.8,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,3457355696758.8,00:00:00,,0,,0.0
SLEN,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,4.675,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,5715750551.28,00:00:00,,0,,0.0
SMLT,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3502.5,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,215127487173.0,00:00:00,,0,,0.0
SNGS,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,32.09,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,1133943071936.7,00:00:00,,0,,0.0
SNGSP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,70.65,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,544569785205.67,00:00:00,,0,,0.01
SOFL,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,173.1,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,55352160000.0,00:00:00,,0,,0.0
SPBE,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,116.1,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,15356755649.2,00:00:00,,0,,0.0
STSB,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3.24,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,2757629581.56,00:00:00,,0,,0.0
STSBP,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,3.196,0,0,0,0,0,,N,06:32:18,,,,,,,,,06:32:18,,,,,20240527064718,2024-05-27 06:47:18,,,842390569.9,00:00:00,,0,,0.0
SVAV,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0,,0,0,0,,,1032.5,0,0,0,0,0,,N,06:32:24,,,,,,,,,06:32:24,,,,,20240527064726,2024-05-27 06:47:26,,,32037006017.5,00:00:00,,0,,0.0
