SECID,BOARDID,SHORTNAME,PREVPRICE,LOTSIZE,FACEVALUE,STATUS,BOARDNAME,DECIMALS,SECNAME,REMARKS,MARKETCODE,INSTRID,SECTORID,MINSTEP,PREVWAPRICE,FACEUNIT,PREVDATE,ISSUESIZE,ISIN,LATNAME,REGNUMBER,PREVLEGALCLOSEPRICE,CURRENCYID,SECTYPE,LISTLEVEL,SETTLEDATE
KROTP,TQBR,КрасОкт-1п,779.0,10,1.0,A,Т+: Акции и ДР - безадрес.,0,КрасныйОктябрь-1п,,FNDT,EQIN,,1.0,778.0,SUR,2024-05-24,1474549,RU0008913868,KrasnyiOctabr-1(pr),2-01-00060-A,779.0,SUR,2,3,2024-05-28
KRSB,TQBR,Красэсб ао,18.34,100,0.02,A,Т+: Акции и ДР - безадрес.,2,Красноярскэнергосбыт ао,,FNDT,EQIN,,0.02,18.44,SUR,2024-05-24,596039612,RU000A0HMLY1,Krashojarskenergosbyt,1-01-55147-E,18.28,SUR,1,3,2024-05-28
KRSBP,TQBR,Красэсб ап,18.04,100,0.02,A,Т+: Акции и ДР - безадрес.,2,Красноярскэнергосбыт ап,,FNDT,EQIN,,0.02,18.1,SUR,2024-05-24,168993328,RU000A0HMLZ8,Krashojarskenergosbyt pref.,2-01-55147-E,18.04,SUR,2,3,2024-05-28
KUBE,TQBR,РСетКубань,332.6,10,100.0,A,Т+: Акции и ДР - безадрес.,1,"""Россети Кубань"" ПАО",,FNDT,EQIN,,0.2,338.2,SUR,2024-05-24,334657837,RU0009046767,Rosseti Kuban,1-02-00063-A,332.8,SUR,1,3,2024-05-28
KUZB,TQBR,КузнецкийБ,0.0576,10000,0.01,A,Т+: Акции и ДР - безадрес.,5,"Банк ""Кузнецкий"" ПАО ао",,FNDT,EQIN,,5e-05,0.0578,SUR,2024-05-24,22503490875,RU000A0JSQ66,"Bank ""Kuzneckiy""",10100609B,0.0576,SUR,1,3,2024-05-28
KZOS,TQBR,ОргСинт ао,112.7,10,1.0,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""Органический синтез"" ао",,FNDT,EQIN,,0.1,112.9,SUR,2024-05-24,1785114000,RU0009089825,PAO Organicheskiy Sintez ao,1-02-55245-D,112.7,SUR,1,3,2024-05-28
KZOSP,TQBR,ОргСинт ап,26.16,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""Органический синтез"" ап",,FNDT,EQIN,,0.01,26.43,SUR,2024-05-24,119596000,RU0006753456,PAO Organicheskiy Sintez ap,2-02-55245-D,26.16,SUR,2,3,2024-05-28
LEAS,TQBR,Европлан,1017.0,1,1.0,A,Т+: Акции и ДР - безадрес.,1,ПАО «ЛК «Европлан»,,FNDT,EQIN,,0.1,1023.7,SUR,2024-05-24,120000000,RU000A0ZZFS9,Europlan,1-01-16419-A,1017.0,SUR,1,1,2024-05-28
LENT,TQBR,Лента ао,1126.0,1,0.0912632,A,Т+: Акции и ДР - безадрес.,1,Лента МКПАО ао,,FNDT,EQIN,,0.5,1123.5,SUR,2024-05-24,115985197,RU000A102S15,Lenta IPJSC ORD SHS,1-01-16686-A,1126.0,SUR,1,1,2024-05-28
LKOH,TQBR,ЛУКОЙЛ,7720.0,1,0.025,A,Т+: Акции и ДР - безадрес.,1,НК ЛУКОЙЛ (ПАО) - ао,,FNDT,EQIN,,0.5,7759.0,SUR,2024-05-24,692865762,RU0009024277,LUKOIL,1-01-00077-A,7750.0,SUR,1,1,2024-05-28
LNZL,TQBR,Лензолото,15850.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"""Лензолото"" ПАО ао",,FNDT,EQIN,,10.0,15940.0,SUR,2024-05-24,1140300,RU000A0JP1N2,Lenzoloto,1-02-40433-N,15850.0,SUR,1,3,2024-05-28
LNZLP,TQBR,Лензол. ап,2700.0,1,1.0,A,Т+: Акции и ДР - безадрес.,0,"""Лензолото"" ПАО ап",,FNDT,EQIN,,5.0,2715.0,SUR,2024-05-24,347700,RU000A0JP1P7,Lenzoloto pref.,2-02-40433-N,2700.0,SUR,2,3,2024-05-28
LSNG,TQBR,РСетиЛЭ,21.22,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Россети Ленэнерго ПАО-ао,,FNDT,EQIN,,0.01,21.32,SUR,2024-05-24,8523785320,RU0009034490,Rosseti LenEnrg,1-01-00073-A,21.22,SUR,1,3,2024-05-28
LSNGP,TQBR,РСетиЛЭ-п,220.4,10,1.0,A,Т+: Акции и ДР - безадрес.,2,Россети Ленэнерго ПАО-ап,,FNDT,EQIN,,0.05,220.2,SUR,2024-05-24,93264311,RU0009092134,Rosseti LenEnrg (pref),2-01-00073-A,220.4,SUR,2,3,2024-05-28
LSRG,TQBR,ЛСР ао,802.4,1,0.25,A,Т+: Акции и ДР - безадрес.,1,Группа ЛСР ПАО ао,,FNDT,EQIN,,0.2,814.0,SUR,2024-05-24,103030215,RU000A0JPFP0,LSR,1-01-55234-E,802.4,SUR,1,1,2024-05-28
LVHK,TQBR,Левенгук,51.25,100,10.0,A,Т+: Акции и ДР - безадрес.,2,Левенгук ПАО ао,,FNDT,EQIN,,0.05,52.1,SUR,2024-05-24,52940000,RU000A0JT7Y2,Levenguk ao,1-01-04329-D,51.25,SUR,1,3,2024-05-28
MAGE,TQBR,МагадЭн ао,4.99,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Магаданэнерго"" ПАО ао",,FNDT,EQIN,,0.01,5.02,SUR,2024-05-24,463838268,RU0006758919,Magadanenergo ao,1-01-00254-A,4.99,SUR,1,3,2024-05-28
MAGEP,TQBR,МагадЭн ап,3.53,100,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Магаданэнерго"" ПАО ап",,FNDT,EQIN,,0.01,3.51,SUR,2024-05-24,145673254,RU0006758893,Magadanenergo ap,2-01-00254-A,3.53,SUR,2,3,2024-05-28
MAGN,TQBR,ММК,58.93,10,1.0,A,Т+: Акции и ДР - безадрес.,3,"""Магнитогорск.мет.комб"" ПАО ао",,FNDT,EQIN,,0.005,59.16,SUR,2024-05-24,11174330000,RU0009084396,MMK,1-03-00078-A,58.685,SUR,1,1,2024-05-28
MBNK,TQBR,МТС Банк,2501.0,1,500.0,A,Т+: Акции и ДР - безадрес.,1,МТС-Банк ао,,FNDT,EQIN,,0.5,2500.5,SUR,2024-05-24,34629063,RU000A0JRH43,MTS Bank,10102268B,2501.0,SUR,1,1,2024-05-28
MDMG,TQBR,MDMG-гдр,1072.0,1,0.0,A,Т+: Акции и ДР - безадрес.,1,ГДР MD Medical Group Inv. PLC,,FNDT,EQIN,,0.1,1072.9,USD,2024-05-24,0,US55279C2008,GDR MD Medical Group Inv. PLC,,1072.0,SUR,D,1,2024-05-28
MFGS,TQBR,Мегион-ао,456.5,10,25.0,A,Т+: Акции и ДР - безадрес.,1,"ао ""Славнефть-Мегионнефтегаз""",,FNDT,EQIN,,0.5,459.0,SUR,2024-05-24,99474705,RU0009011126,Megion,1-03-00149-A,456.5,SUR,1,3,2024-05-28
MFGSP,TQBR,Мегион-ап,324.5,10,25.0,A,Т+: Акции и ДР - безадрес.,1,ап Мегионнефтегаз,,FNDT,EQIN,,0.5,322.0,SUR,2024-05-24,33056875,RU0009011134,Megion (pref),2-03-00149-A,324.0,SUR,2,3,2024-05-28
MGKL,TQBR,МГКЛ,2.633,100,0.01,A,Т+: Акции и ДР - безадрес.,4,МГКЛ ао,,FNDT,EQIN,,0.0005,2.671,SUR,2024-05-24,1268545000,RU000A0JVJQ8,MGKL,1-01-11915-A,2.653,SUR,1,3,2024-05-28
MGNT,TQBR,Магнит ао,8057.0,1,0.01,A,Т+: Акции и ДР - безадрес.,1,"""Магнит"" ПАО ао",,FNDT,EQIN,,0.5,8038.0,SUR,2024-05-24,101911355,RU000A0JKQU8,Magnit,1-01-60525-P,8135.0,SUR,1,3,2024-05-28
MGNZ,TQBR,СМЗ-ао,7440.0,1,0.25,A,Т+: Акции и ДР - безадрес.,0,Соликамский магн.завод(ОАО)ао,,FNDT,EQIN,,10.0,7330.0,SUR,2024-05-24,398272,RU0009100911,SMZ,1-01-00283-A,7440.0,SUR,1,3,2024-05-28
MGTS,TQBR,МГТС-5ао,1590.0,1,40.0,A,Т+: Акции и ДР - безадрес.,0,"ПАО ""МГТС"" ао (5 в)",,FNDT,EQIN,,5.0,1595.0,SUR,2024-05-24,79708751,RU0009036461,MGTS-5,1-05-00083-A,1590.0,SUR,1,3,2024-05-28
MGTSP,TQBR,МГТС-4ап,1250.0,1,40.0,A,Т+: Акции и ДР - безадрес.,0,"ПАО ""МГТС"" ап (4 в)",,FNDT,EQIN,,2.0,1256.0,SUR,2024-05-24,15514042,RU0009036479,MGTS-4,2-04-00083-A,1250.0,SUR,2,3,2024-05-28
MISB,TQBR,ТНСэнМарЭл,71.6,100,0.1,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Марий Эл ПАО ао,,FNDT,EQIN,,0.1,72.6,SUR,2024-05-24,121847780,RU000A0D8K33,TNS energo Mariy El ao,1-01-50086-A,71.7,SUR,1,3,2024-05-28
MISBP,TQBR,ТНСэМаЭл-п,66.5,100,0.1,A,Т+: Акции и ДР - безадрес.,1,ТНС энерго Марий Эл ПАО ап,,FNDT,EQIN,,0.1,68.3,SUR,2024-05-24,10652220,RU000A0D8K41,TNS energo Mariy El (pref),2-01-50086-A,66.5,SUR,2,3,2024-05-28
MOEX,TQBR,МосБиржа,237.0,10,1.0,A,Т+: Акции и ДР - безадрес.,2,ПАО Московская Биржа,,FNDT,EQIN,,0.01,236.15,SUR,2024-05-24,2276401458,RU000A0JR4A1,MoscowExchange,1-05-08443-H,237.0,SUR,1,1,2024-05-28
MRKC,TQBR,РоссЦентр,0.5844,1000,0.1,A,Т+: Акции и ДР - безадрес.,4,"ПАО ""Россети Центр"" ао",,FNDT,EQIN,,0.0002,0.5878,SUR,2024-05-24,42217941468,RU000A0JPPL8,Rosseti Centr,1-01-10214-A,0.5844,SUR,1,2,2024-05-28
MRKK,TQBR,Россети СК,24.76,10,1.0,A,Т+: Акции и ДР - безадрес.,2,Россети Сев. Кавказ ао,,FNDT,EQIN,,0.02,25.12,SUR,2024-05-24,2093354170,RU000A0JPPQ7,Rosseti Severnyy Kavkaz ao,1-01-34747-E,24.76,SUR,1,3,2024-05-28
MRKP,TQBR,РСетиЦП ао,0.3556,10000,0.1,A,Т+: Акции и ДР - безадрес.,4,Россети Центр и Приволжье ао,,FNDT,EQIN,,0.0001,0.3568,SUR,2024-05-24,112697817043,RU000A0JPN96,Rosseti Centr i Privoljye ao,1-01-12665-E,0.3556,SUR,1,2,2024-05-28
MRKS,TQBR,РсетСиб ао,0.7275,10000,0.1,A,Т+: Акции и ДР - безадрес.,4,Россети Сибирь ао,,FNDT,EQIN,,0.0005,0.7335,SUR,2024-05-24,94815163249,RU000A0JPPF0,Rosseti Sibir,1-01-12044-F,0.7275,SUR,1,2,2024-05-28
MRKU,TQBR,Россети Ур,0.6764,10000,0.1,A,Т+: Акции и ДР - безадрес.,4,Россети Урал (ПАО) ао,,FNDT,EQIN,,0.0002,0.674,SUR,2024-05-24,87430485711,RU000A0JPPT1,Rosseti Ural ao,1-01-32501-D,0.6764,SUR,1,2,2024-05-28
MRKV,TQBR,РсетВол ао,0.071,10000,0.1,A,Т+: Акции и ДР - безадрес.,5,Россети Волга ао,,FNDT,EQIN,,5e-05,0.0708,SUR,2024-05-24,188307958732,RU000A0JPPN4,Rosseti Volga,1-01-04247-E,0.071,SUR,1,2,2024-05-28
MRKY,TQBR,РоссЮг ао,0.0874,10000,0.1,A,Т+: Акции и ДР - безадрес.,5,Россети Юг  (ПАО) ао,,FNDT,EQIN,,5e-05,0.08815,SUR,2024-05-24,151641426354,RU000A0JPPG8,Rosseti South ao,1-01-34956-E,0.0874,SUR,1,3,2024-05-28
MRKZ,TQBR,РСетиСЗ ао,0.09095,10000,0.1,A,Т+: Акции и ДР - безадрес.,5,ПАО Россети Северо-Запад ао,,FNDT,EQIN,,5e-05,0.09175,SUR,2024-05-24,95785923138,RU000A0JPPB9,Rosseti Severo-Zapad,1-01-03347-D,0.09095,SUR,1,2,2024-05-28
MRSB,TQBR,МордЭнСб,0.902,10000,0.0136,A,Т+: Акции и ДР - безадрес.,3,Мордовск.энергсбыт.комп.ПАО ао,,FNDT,EQIN,,0.001,0.909,SUR,2024-05-24,1345037710,RU000A0D9AJ7,Mordovskaya EnergoSbyt Comp.,1-01-55055-E,0.902,SUR,1,3,2024-05-28
MSNG,TQBR,+МосЭнерго,3.335,1000,1.0,A,Т+: Акции и ДР - безадрес.,4,МосЭнерго акции обыкн.,,FNDT,EQIN,,0.0005,3.364,SUR,2024-05-24,39749359700,RU0008958863,MosEnrg,1-01-00085-A,3.3575,SUR,1,1,2024-05-28
MSRS,TQBR,РСетиМР ао,1.355,1000,0.5,A,Т+: Акции и ДР - безадрес.,4,ПАО Россети Моск.рег. ао,,FNDT,EQIN,,0.0005,1.371,SUR,2024-05-24,48707091574,RU000A0ET7Y7,Rosseti Moscow Region,1-01-65116-D,1.355,SUR,1,2,2024-05-28
MSTT,TQBR,Мостотрест,196.45,10,0.14,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""МОСТОТРЕСТ"" ао",,FNDT,EQIN,,0.05,200.8,SUR,2024-05-24,282215500,RU0009177331,Mostotrest,1-03-02472-A,196.45,SUR,1,3,2024-05-28
MTLR,TQBR,Мечел ао,227.0,1,10.0,A,Т+: Акции и ДР - безадрес.,2,Мечел ПАО ао,,FNDT,EQIN,,0.01,229.71,SUR,2024-05-24,416270745,RU000A0DKXV5,Mechel,1-01-55005-E,230.2,SUR,1,1,2024-05-28
MTLRP,TQBR,Мечел ап,237.6,10,10.0,A,Т+: Акции и ДР - безадрес.,2,Мечел ПАО ап,,FNDT,EQIN,,0.05,240.7,SUR,2024-05-24,138756915,RU000A0JPV70,Mechel pref.,2-01-55005-E,240.55,SUR,2,1,2024-05-28
MTSS,TQBR,МТС-ао,304.1,10,0.1,A,Т+: Акции и ДР - безадрес.,2,Мобильные ТелеСистемы ПАО ао,,FNDT,EQIN,,0.05,304.65,SUR,2024-05-24,1998381575,RU0007775219,MTS,1-01-04715-A,304.15,SUR,1,1,2024-05-28
MVID,TQBR,М.видео,174.7,1,10.0,A,Т+: Акции и ДР - безадрес.,1,"""М.видео"" ПАО ао",,FNDT,EQIN,,0.1,174.9,SUR,2024-05-24,179768227,RU000A0JPGA0,M.video,1-02-11700-A,173.0,SUR,1,1,2024-05-28
NAUK,TQBR,iНПОНаука,671.5,10,0.2,A,Т+: Акции и ДР - безадрес.,1,НПО Наука ао,,FNDT,EQIN,,0.5,682.5,SUR,2024-05-24,11789500,RU000A0JRPX9,NPO Nauka ao,1-01-04440-A,671.5,SUR,1,3,2024-05-28
NFAZ,TQBR,НЕФАЗ,494.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,НЕФАЗ ПАО ао,,FNDT,EQIN,,0.5,505.0,SUR,2024-05-24,8038896,RU0009115604,NEFAZ PAO ao,1-01-30520-D,494.0,SUR,1,3,2024-05-28
NKHP,TQBR,НКХП ао,1002.0,10,1.0,A,Т+: Акции и ДР - безадрес.,1,НКХП ПАО ао,,FNDT,EQIN,,0.5,1026.5,SUR,2024-05-24,67597000,RU000A0BLWD7,NKHP ao,1-03-35684-E,1002.0,SUR,1,3,2024-05-28
NKNC,TQBR,НКНХ ао,99.0,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Нижнекамскнефтехим"" ПАО ао",,FNDT,EQIN,,0.05,99.85,SUR,2024-05-24,1611256000,RU0009100507,Niznekamskneftekhim ao,1-02-00096-A,99.0,SUR,1,3,2024-05-28
NKNCP,TQBR,НКНХ ап,77.54,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"""Нижнекамскнефтехим"" ПАО ап",,FNDT,EQIN,,0.02,77.7,SUR,2024-05-24,218983750,RU0006765096,Niznekamskneftekhim (pref),2-02-00096-A,77.54,SUR,2,3,2024-05-28
NKSH,TQBR,Нижкамшина,70.05,100,1.0,A,Т+: Акции и ДР - безадрес.,2,Нижнекамскшина ПАО ао,,FNDT,EQIN,,0.05,70.85,SUR,2024-05-24,63731171,RU0009100515,Nizhnekamskshina ao,1-02-55032-D,70.05,SUR,1,3,2024-05-28
NLMK,TQBR,НЛМК ао,255.44,10,1.0,A,Т+: Акции и ДР - безадрес.,2,"ПАО ""НЛМК"" ао",,FNDT,EQIN,,0.02,253.94,SUR,2024-05-24,5993227240,RU0009046452,NLMK ao,1-01-00102-A,253.34,SUR,1,1,2024-05-28
NMTP,TQBR,НМТП ао,12.16,100,0.01,A,Т+: Акции и ДР - безадрес.,3,НМТП (ПАО) ао,,FNDT,EQIN,,0.005,12.16,SUR,2024-05-24,19259815400,RU0009084446,NMTP,1-01-30251-E,12.23,SUR,1,3,2024-05-28
NNSB,TQBR,ТНСэнНН ао,4950.0,1,11.88,A,Т+: Акции и ДР - безадрес.,0,ТНС энерго Нижний Новг.ПАО ао,,FNDT,EQIN,,10.0,4910.0,SUR,2024-05-24,3919400,RU000A0ET5A1,TNS energo Nizhniy-Novgorod ao,1-01-55072-E,4910.0,SUR,1,3,2024-05-28
NNSBP,TQBR,ТНСэнНН ап,1636.0,1,11.88,A,Т+: Акции и ДР - безадрес.,0,ТНС энерго Нижний Новг.ПАО ап,,FNDT,EQIN,,2.0,1650.0,SUR,2024-05-24,1063512,RU000A0ET5B9,TNS energo Nizhniy Novg. pref,2-01-55072-E,1636.0,SUR,2,3,2024-05-28
NSVZ,TQBR,iНаукаСвяз,512.5,10,1.0,A,Т+: Акции и ДР - безадрес.,1,Наука-Связь ПАО ао,,FNDT,EQIN,,0.5,518.0,SUR,2024-05-24,15701562,RU000A0JQLB6,Nauka-Svyaz ao,1-01-12689-A,512.5,SUR,1,3,2024-05-28
NVTK,TQBR,Новатэк ао,1120.4,1,0.1,A,Т+: Акции и ДР - безадрес.,1,"ПАО ""НОВАТЭК"" ао",,FNDT,EQIN,,0.2,1143.4,SUR,2024-05-24,3036306000,RU000A0DKVS5,NOVATEK,1-02-00268-E,1136.8,SUR,1,1,2024-05-28
OGKB,TQBR,ОГК-2 ао,0.5139,1000,0.3627,A,Т+: Акции и ДР - безадрес.,4,ОГК-2 ПАО ао,,FNDT,EQIN,,0.0001,0.5271,SUR,2024-05-24,110441160870,RU000A0JNG55,OGK-2,1-02-65105-D,0.5322,SUR,1,2,2024-05-28
OKEY,TQBR,OKEY-гдр,30.41,10,0.0,A,Т+: Акции и ДР - безадрес.,2,ГДР OKEY Group S.A. ORD SHS,,FNDT,EQIN,,0.01,30.81,USD,2024-05-24,0,US6708662019,GDR OKEY Group ORD SHS,,30.41,SUR,D,1,2024-05-28
OMZZP,TQBR,ОМЗ-ап,20780.0,1,0.1,A,Т+: Акции и ДР - безадрес.,0,"ап""Объединён.  маш. заводы""",,FNDT,EQIN,,20.0,20540.0,SUR,2024-05-24,2750000,RU0009090559,OMZ (pref),2-01-30174-D,20780.0,SUR,2,3,2024-05-28
OZON,TQBR,OZON-адр,4532.0,1,0.0,A,Т+: Акции и ДР - безадрес.,1,АДР Ozon Holdings PLC ORD SHS,,FNDT,EQIN,,0.5,4568.5,USD,2024-05-24,0,US69269L1044,ADS Ozon Holdings PLC ORD SHS,,4547.0,SUR,D,1,2024-05-28
PHOR,TQBR,ФосАгро ао,6266.0,1,2.5,A,Т+: Акции и ДР - безадрес.,0,ФосАгро ПАО ао,,FNDT,EQIN,,1.0,6240.0,SUR,2024-05-24,129500000,RU000A0JRKT8,PhosAgro ao,1-02-06556-A,6271.0,SUR,1,1,2024-05-28
PIKK,TQBR,ПИК ао,869.1,1,62.5,A,Т+: Акции и ДР - безадрес.,1,ПИК СЗ (ПАО) ао,,FNDT,EQIN,,0.1,865.0,SUR,2024-05-24,660497344,RU000A0JP7J7,PIK SZ,1-02-01556-A,868.6,SUR,1,1,2024-05-28
PLZL,TQBR,Полюс,13770.0,1,1.0,A,Т+: Акции и ДР - безадрес.,1,Полюс ПАО ао,,FNDT,EQIN,,0.5,13931.5,SUR,2024-05-24,136069400,RU000A0JNAA8,Polus,1-01-55192-E,13784.0,SUR,1,1,2024-05-28
PMSB,TQBR,ПермьЭнСб,260.0,10,3.25,A,Т+: Акции и ДР - безадрес.,1,"""Пермэнергосбыт"" ПАО ао",,FNDT,EQIN,,0.1,276.2,SUR,2024-05-24,36210960,RU000A0ET123,Perm' EnergoSbyt,1-01-55084-E,260.0,SUR,1,3,2024-05-28
PMSBP,TQBR,ПермьЭнС-п,263.0,10,3.25,A,Т+: Акции и ДР - безадрес.,1,"""Пермэнергосбыт"" ПАО ап",,FNDT,EQIN,,0.2,281.4,SUR,2024-05-24,11353500,RU000A0ET156,Perm' EnergoSbyt (pref),2-01-55084-E,263.0,SUR,2,3,2024-05-28
POLY,TQBR,Polymetal,282.3,1,0.03,A,Т+: Акции и ДР - безадрес.,1,Polymetal International plc,,FNDT,EQIN,,0.1,286.2,USD,2024-05-24,515259819,JE00B6T5S470,Polymetal International plc,,284.1,SUR,1,3,2024-05-28
POSI,TQBR,iПозитив,3053.6,1,0.5,A,Т+: Акции и ДР - безадрес.,1,Группа Позитив ао,,FNDT,EQIN,,0.2,3076.6,SUR,2024-05-24,66000000,RU000A103X66,PJSC Positive Group,1-01-85307-H,3072.0,SUR,1,1,2024-05-28
PRFN,TQBR,ЧЗПСН ао,5.8,100,0.1,A,Т+: Акции и ДР - безадрес.,3,ЧЗПСН-Профнастил (ПАО) ао,,FNDT,EQIN,,0.002,5.854,SUR,2024-05-24,838287450,RU000A0JNXF9,CZPSN-Profnasteel,1-01-45194-D,5.8,SUR,1,3,2024-05-28
PRMB,TQBR,Приморье,34800.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,"АКБ ""Приморье"" ао",,FNDT,EQIN,,200.0,35000.0,SUR,2024-05-24,250000,RU000A0DPNQ5,AKB Primorye,10103001B,34800.0,SUR,1,3,2024-05-28
QIWI,TQBR,iQIWI,184.2,1,0.0,A,Т+: Акции и ДР - безадрес.,1,QIWI PLC,,FNDT,EQIN,,0.2,187.6,USD,2024-05-24,0,US74735M1080,QIWI PLC,,185.6,SUR,D,3,2024-05-28
RASP,TQBR,Распадская,405.4,10,0.004,A,Т+: Акции и ДР - безадрес.,2,ПАО Распадская ао,,FNDT,EQIN,,0.05,404.35,SUR,2024-05-24,665733918,RU000A0B90N8,Raspadskaya,1-04-21725-N,403.95,SUR,1,2,2024-05-28
RBCM,TQBR,ГК РБК ао,18.35,100,0.00064,A,Т+: Акции и ДР - безадрес.,3,ГК РБК ПАО ао,,FNDT,EQIN,,0.002,18.768,SUR,2024-05-24,365631010,RU000A0JR6A6,GK RBK ao,1-02-56413-H,18.35,SUR,1,3,2024-05-28
RDRB,TQBR,РДБанк ао,206.0,10,124.0,A,Т+: Акции и ДР - безадрес.,1,РоссийскийДорож Банк ПАО ао,,FNDT,EQIN,,0.5,206.0,SUR,2024-05-24,21472741,RU000A0JU6Q7,RosDor Bank ao,10201573B,206.0,SUR,1,3,2024-05-28
RENI,TQBR,Ренессанс,106.2,10,9.88,A,Т+: Акции и ДР - безадрес.,2,Ренессанс Страхование ао,,FNDT,EQIN,,0.02,106.94,SUR,2024-05-24,556952780,RU000A0ZZM04,Renaissance Insurance,1-01-10601-Z,106.2,SUR,1,1,2024-05-28
RGSS,TQBR,РГС СК ао,0.3206,1000,0.03,A,Т+: Акции и ДР - безадрес.,4,Росгосстрах СК ПАО ао,,FNDT,EQIN,,0.0002,0.3212,SUR,2024-05-24,489503740915,RU0008010855,Rosgosstrakh ao,1-03-10003-Z,0.3206,SUR,1,3,2024-05-28
RKKE,TQBR,ЭнергияРКК,25310.0,1,1000.0,A,Т+: Акции и ДР - безадрес.,0,РКК Энергия им.С.П.Королева ао,,FNDT,EQIN,,10.0,25590.0,SUR,2024-05-24,1807401,RU0009095939,RKK Energia,1-03-01091-A,25340.0,SUR,1,3,2024-05-28
RNFT,TQBR,РуссНфт ао,209.6,1,0.5,A,Т+: Акции и ДР - безадрес.,1,РуссНефть НК ПАО ао,,FNDT,EQIN,,0.1,212.1,SUR,2024-05-24,294120000,RU000A0JSE60,RussNeft NK,1-02-39134-H,210.5,SUR,1,1,2024-05-28
ROLO,TQBR,Русолово,1.1238,1000,0.1,A,Т+: Акции и ДР - безадрес.,4,"""Русолово"" ПАО ао",,FNDT,EQIN,,0.0002,1.1404,SUR,2024-05-24,30001000000,RU000A0JU1B0,Rusolovo PAO ao,1-01-15065-A,1.1238,SUR,1,3,2024-05-28
ROSB,TQBR,Росбанк ао,118.0,10,10.0,A,Т+: Акции и ДР - безадрес.,1,РОСБАНК ПАО ао,,FNDT,EQIN,,0.2,117.6,SUR,2024-05-24,1551401853,RU000A0HHK26,ROSBANK,10102272B,118.0,SUR,1,3,2024-05-28
ROSN,TQBR,Роснефть,585.1,1,0.01,A,Т+: Акции и ДР - безадрес.,2,ПАО НК Роснефть,,FNDT,EQIN,,0.05,587.4,SUR,2024-05-24,10598177817,RU000A0J2Q06,Rosneft,1-02-00122-A,587.4,SUR,1,1,2024-05-28
ROST,TQBR,РОСИНТЕРао,170.8,10,169.7,A,Т+: Акции и ДР - безадрес.,1,РОСИНТЕР РЕСТОРАНТС (ПАО),,FNDT,EQIN,,0.2,179.8,SUR,2024-05-24,16305334,RU000A0JP922,ROSINTER RESTAURANTS ao,1-02-55033-E,170.8,SUR,1,3,2024-05-28
RTGZ,TQBR,ГазпРнД ао,45400.0,1,2000.0,A,Т+: Акции и ДР - безадрес.,0,Газпром газорасп Р-н-Д ПАО ао,,FNDT,EQIN,,100.0,47400.0,SUR,2024-05-24,120246,RU000A0JPG04,Gazprom gazorasp. Rostov ao,1-02-30742-E,45500.0,SUR,1,3,2024-05-28
RTKM,TQBR,Ростел -ао,105.37,10,0.0025,A,Т+: Акции и ДР - безадрес.,2,Ростелеком (ПАО) ао.,,FNDT,EQIN,,0.01,104.9,SUR,2024-05-24,3282997929,RU0008943394,Rostelecom,1-01-00124-A,105.36,SUR,1,1,2024-05-28
RTKMP,TQBR,Ростел -ап,85.55,10,0.0025,A,Т+: Акции и ДР - безадрес.,2,Ростелеком (ПАО) ап.,,FNDT,EQIN,,0.05,85.85,SUR,2024-05-24,209565147,RU0009046700,Rostelecom- (pref),2-01-00124-A,85.8,SUR,2,1,2024-05-28
RTSB,TQBR,ТНСэнРст,4.715,1000,0.02,A,Т+: Акции и ДР - безадрес.,3,ТНС энерго Ростов. ПАО ао,,FNDT,EQIN,,0.005,4.66,SUR,2024-05-24,8128764676,RU000A0D8PB4,TNS energo Rostov-na-Dony ao,1-01-50095-A,4.715,SUR,1,3,2024-05-28
RTSBP,TQBR,ТНСэнРст-п,2.128,1000,0.02,A,Т+: Акции и ДР - безадрес.,3,ТНС энерго Ростов. ПАО ап,,FNDT,EQIN,,0.002,2.188,SUR,2024-05-24,925737256,RU000A0D8PC2,TNS energo Rostov-na-Dony(prf),2-01-50095-A,2.128,SUR,2,3,2024-05-28
RUAL,TQBR,РУСАЛ ао,44.21,10,0.656517,A,Т+: Акции и ДР - безадрес.,3,РУСАЛ ОК МКПАО ао,,FNDT,EQIN,,0.005,44.59,SUR,2024-05-24,15193014862,RU000A1025V3,RUSAL ao,1-01-16677-A,44.51,SUR,1,1,2024-05-28
RUSI,TQBR,ИКРУСС-ИНВ,118.7,10,1.0,A,Т+: Акции и ДР - безадрес.,1,РУСС-ИНВЕСТ ИК ПАО ао,,FNDT,EQIN,,0.1,118.9,SUR,2024-05-24,109000000,RU000A0JQ9W5,RUSS-INVEST IC ao,1-01-00409-A,118.4,SUR,1,3,2024-05-28
