SECID,BOARDID,BID,BIDDEPTH,OFFER,OFFERDEPTH,SPREAD,BIDDEPTHT,OFFERDEPTHT,OPEN,LOW,HIGH,LAST,LASTCHANGE,LASTCHANGEPRCNT,QTY,VALUE,VALUE_USD,WAPRICE,LASTCNGTOLASTWAPRICE,WAPTOPREVWAPRICEPRCNT,WAPTOPREVWAPRICE,CLOSEPRICE,MARKETPRICETODAY,MARKETPRICE,LASTTOPREVPRICE,NUMTRADES,VOLTODAY,VALTODAY,VALTODAY_USD,ETFSETTLEPRICE,TRADINGSTATUS,UPDATETIME,LASTBID,LASTOFFER,LCLOSEPRICE,LCURRENTPRICE,MARKETPRICE2,NUMBIDS,NUMOFFERS,CHANGE,TIME,HIGHBID,LOWOFFER,PRICEMINUSPREVWAPRICE,OPENPERIODPRICE,SEQNUM,SYSTIME,CLOSINGAUCTIONPRICE,CLOSINGAUCTIONVOLUME,ISSUECAPITALIZATION,ISSUECAPITALIZATION_UPDATETIME,ETFSETTLECURRENCY,VALTODAY_RUR,TRADINGSESSION,TRENDISSUECAPITALIZATION
HYDR,TQBR,,,,,0,0,0,0.722,0.696,0.725,0.6989,0,0,2,1397.8,15.58,0.7082,0,-1.72,-0.0124,,0.7158,0.7203,-3.2,11899,297784000,210904142,2351149,,N,23:50:05,,,0.7144,0.6973,0.7158,,,-0.0231,23:49:57,,,-0.0217,0.7144,20240526000501,2024-05-26 00:05:01,0.7144,26000.0,310866091211.86,23:49:57,,210904142,,0.0
IGST,TQBR,,,,,0,0,0,10800.0,10740.0,11520.0,10840.0,0,0,1,10840.0,120.84,11180.0,0,2.57,280.0,,11180.0,10900.0,-0.18,114,206,2301320,25655,,N,23:50:04,,,10860.0,10860.0,11180.0,,,-20.0,17:18:37,,,-60.0,,20240526000501,2024-05-26 00:05:01,10860.0,,8679902360.0,17:18:37,,2301320,,0.0
IGSTP,TQBR,,,,,0,0,0,8100.0,7980.0,8620.0,8000.0,0,0,1,8000.0,89.18,8300.0,0,2.22,180.0,,8300.0,8120.0,-0.12,182,318,2640310,29434,,N,23:50:04,,,8000.0,8000.0,8300.0,,,-10.0,18:48:31,,,-120.0,,20240526000501,2024-05-26 00:05:01,8000.0,,2135280000.0,18:48:31,,2640310,,0.0
INGR,TQBR,,,,,0,0,0,1789.0,1761.0,1800.0,1779.0,0,0,12,21348.0,237.99,1785.0,0,-0.56,-10.0,,1787.0,1800.0,-0.56,51,196,349930,3901,,N,23:50:04,,,1779.0,1779.0,,,,-10.0,18:45:12,,,-16.0,,20240526000501,2024-05-26 00:05:01,1779.0,12.0,73331790747.0,18:45:12,,349930,,0.0
IRAO,TQBR,,,,,0,0,0,4.373,4.286,4.394,4.309,0,0,1,430.9,4.8,4.3305,0,-0.47,-0.0205,,4.3335,4.3495,-1.4,31185,172141100,745488632,8310669,,N,23:50:05,,,4.3135,4.3075,4.3335,,,-0.061,23:49:50,,,-0.042,4.324,20240526000501,2024-05-26 00:05:01,4.3135,212200.0,449859600000.0,23:49:50,,745488632,,0.0
IRKT,TQBR,,,,,0,0,0,64.05,60.0,64.25,60.4,0,0,1,6040.0,67.33,62.3,0,-3.11,-2.0,,62.7,64.4,-5.48,3341,1368600,85262130,950498,,N,23:50:05,,,62.0,60.3,62.7,,,-3.5,23:49:58,,,-3.9,61.85,20240526000501,2024-05-26 00:05:01,62.0,1100.0,705859907584.4,23:49:58,,85262130,,0.0
JNOS,TQBR,,,,,0,0,0,25.55,24.0,25.55,24.25,0,0,2,4850.0,54.07,24.35,0,-4.32,-1.1,,24.35,25.4,-5.09,179,70600,1720235,19177,,N,23:50:04,,,24.25,24.05,24.35,,,-1.3,18:45:26,,,-1.2,,20240526000501,2024-05-26 00:05:01,24.25,1400.0,22616877032.75,18:45:26,,1720235,,0.0
JNOSP,TQBR,,,,,0,0,0,16.04,15.22,16.06,15.64,0,0,5,7820.0,87.18,15.6,0,-2.74,-0.44,,15.6,16.04,-2.98,117,82300,1283178,14305,,N,23:50:04,,,15.64,15.64,15.6,,,-0.48,18:28:44,,,-0.4,,20240526000501,2024-05-26 00:05:01,15.64,,4862234737.36,18:28:44,,1283178,,0.0
KAZT,TQBR,,,,,0,0,0,623.8,603.4,623.8,606.8,0,0,3,18204.0,202.94,612.0,0,-1.64,-10.2,,612.0,622.2,-2.44,704,25180,15408820,171777,,N,23:50:04,,,606.8,607.0,612.0,,,-15.2,18:45:21,,,-15.4,623.8,20240526000501,2024-05-26 00:05:01,606.8,60.0,142081005793.2,18:45:21,,15408820,,0.0
KAZTP,TQBR,,,,,0,0,0,644.0,630.0,644.0,632.0,0,0,8,50560.0,563.64,635.5,0,-1.47,-9.5,,635.5,645.0,-1.79,307,7080,4499320,50158,,N,23:50:04,,,632.0,632.0,635.5,,,-11.5,18:49:16,,,-13.0,,20240526000501,2024-05-26 00:05:01,632.0,120.0,2336191792.0,18:49:16,,4499320,,0.0
KBSB,TQBR,,,,,0,0,0,518.5,499.5,518.5,503.5,0,0,9,45315.0,505.17,504.0,0,-1.47,-7.5,,504.0,511.5,-2.8,79,1520,766315,8543,,N,23:50:04,,,503.5,503.5,504.0,,,-14.5,18:32:16,,,-8.0,,20240526000501,2024-05-26 00:05:01,503.5,0.0,8997263040.0,18:32:16,,766315,,0.0
KCHE,TQBR,,,,,0,0,0,0.681,0.656,0.694,0.671,0,0,1,6710.0,74.8,0.676,0,-1.89,-0.013,,0.676,0.691,-4.01,78,1200000,810740,9038,,N,23:50:04,,,0.671,0.671,0.676,,,-0.028,18:39:56,,,-0.018,,20240526000501,2024-05-26 00:05:01,0.671,,39115549016.06,18:39:56,,810740,,0.0
KCHEP,TQBR,,,,,0,0,0,1.28,1.25,1.3,1.275,0,0,1,12750.0,142.14,1.275,0,-2.67,-0.035,,1.275,1.305,-0.78,29,410000,521750,5816,,N,23:50:04,,,1.275,1.275,1.275,,,-0.01,18:32:28,,,-0.035,,20240526000501,2024-05-26 00:05:01,1.275,,233404116.3,18:32:28,,521750,,0.0
KGKC,TQBR,,,,,0,0,0,55.0,51.8,55.4,52.2,0,0,2,1044.0,11.64,53.2,0,-3.62,-2.0,,53.2,55.0,-4.74,256,22950,1220532,13606,,N,23:50:04,,,52.2,52.2,53.2,,,-2.6,18:45:04,,,-3.0,,20240526000501,2024-05-26 00:05:01,52.2,20.0,6392067793.2,18:45:04,,1220532,,0.0
KGKCP,TQBR,,,,,0,0,0,58.2,55.0,58.8,55.4,0,0,10,5540.0,61.76,56.6,0,-3.08,-1.8,,56.6,58.2,-5.14,253,30080,1702012,18974,,N,23:50:04,,,55.4,55.4,56.6,,,-3.0,18:49:39,,,-3.0,58.2,20240526000501,2024-05-26 00:05:01,55.4,340.0,797375080.8,18:49:39,,1702012,,0.0
KLSB,TQBR,,,,,0,0,0,29.9,28.92,29.9,29.07,0,0,1,2907.0,32.41,29.26,0,-1.61,-0.48,,29.26,29.74,-2.32,546,228800,6695382,74640,,N,23:50:04,,,29.07,29.07,29.26,,,-0.69,18:47:19,,,-0.67,29.9,20240526000501,2024-05-26 00:05:01,29.07,1400.0,2659537177.29,18:47:19,,6695382,,0.0
KLVZ,TQBR,,,,,0,0,0,7.23,7.118,7.234,7.154,0,0,1,715.4,7.98,7.18,0,-0.36,-0.026,,7.18,7.206,-0.97,613,443300,3183158,35486,,N,23:50:04,,,7.154,7.142,7.18,,,-0.07,18:45:21,,,-0.052,,20240526000501,2024-05-26 00:05:01,7.154,100.0,6589211015.8,18:45:21,,3183158,,0.0
KMAZ,TQBR,,,,,0,0,0,178.8,168.8,179.7,169.6,0,0,2,3392.0,37.81,173.8,0,-2.41,-4.3,,174.8,178.1,-5.15,8540,1083250,188238871,2098477,,N,23:50:05,,,174.2,169.9,174.8,,,-9.2,23:49:58,,,-8.5,174.0,20240526000501,2024-05-26 00:05:01,174.2,680.0,119946133206.4,23:49:58,,188238871,,0.0
KMEZ,TQBR,,,,,0,0,0,1630.0,1552.0,1632.0,1594.0,0,0,1,1594.0,17.77,1594.0,0,-2.33,-38.0,,1594.0,1634.0,-1.97,288,1366,2176172,24260,,N,23:50:04,,,1594.0,1594.0,1594.0,,,-32.0,18:45:20,,,-38.0,,20240526000501,2024-05-26 00:05:01,1594.0,1.0,6000772400.0,18:45:20,,2176172,,0.0
KOGK,TQBR,,,,,0,0,0,51200.0,51000.0,51200.0,51000.0,0,0,1,51000.0,568.55,51000.0,0,-0.78,-400.0,,51200.0,51600.0,-0.78,5,5,255400,2847,,N,23:50:04,,,51000.0,51000.0,51400.0,,,-400.0,16:47:03,,,-400.0,,20240526000501,2024-05-26 00:05:01,51000.0,,12756426000.0,16:47:03,,255400,,0.0
KRKN,TQBR,,,,,0,0,0,12500.0,12300.0,12500.0,12300.0,0,0,1,12300.0,137.12,12350.0,0,-1.2,-150.0,,12600.0,12600.0,-1.6,7,7,86600,965,,N,23:50:04,,,12300.0,12300.0,,,,-200.0,17:31:39,,,-200.0,,20240526000501,2024-05-26 00:05:01,12300.0,,9200547600.0,17:31:39,,86600,,0.0
KRKNP,TQBR,,,,,0,0,0,11340.0,11060.0,11340.0,11080.0,0,0,1,11080.0,123.52,11160.0,0,-0.89,-100.0,,11160.0,11260.0,-2.46,231,428,4777220,53256,,N,23:50:04,,,11080.0,11080.0,11160.0,,,-280.0,18:45:23,,,-180.0,,20240526000501,2024-05-26 00:05:01,11080.0,11.0,2762653960.0,18:45:23,,4777220,,0.0
KRKOP,TQBR,,,,,0,0,0,14.76,14.14,14.88,14.14,0,0,12,16968.0,189.16,14.5,0,-0.55,-0.08,,14.5,14.58,-3.68,131,53700,778142,8675,,N,23:50:04,,,14.14,14.16,14.5,,,-0.54,18:45:28,,,-0.44,,20240526000501,2024-05-26 00:05:01,14.14,6000.0,1005156040.0,18:45:28,,778142,,0.0
KROT,TQBR,,,,,0,0,0,2788.0,2650.0,2788.0,2677.0,0,0,1,26770.0,298.43,2710.0,0,-2.41,-67.0,,2710.0,2777.0,-2.94,764,11580,31377260,349792,,N,23:50:04,,,2677.0,2678.0,2710.0,,,-81.0,18:48:44,,,-100.0,2788.0,20240526000501,2024-05-26 00:05:01,2677.0,10.0,24675469691.0,18:48:44,,31377260,,0.0
KROTP,TQBR,,,,,0,0,0,799.0,736.0,815.0,779.0,0,0,1,7790.0,86.84,778.0,0,-2.38,-19.0,,778.0,797.0,-2.75,343,7730,6015550,67061,,N,23:50:04,,,779.0,779.0,778.0,,,-22.0,18:46:18,,,-18.0,,20240526000501,2024-05-26 00:05:01,779.0,20.0,1148673671.0,18:46:18,,6015550,,0.0
KRSB,TQBR,,,,,0,0,0,18.2,18.18,18.98,18.34,0,0,1,1834.0,20.45,18.44,0,1.32,0.24,,18.44,18.2,0.88,225,69400,1279964,14269,,N,23:50:04,,,18.28,18.28,18.44,,,0.16,18:39:55,,,0.14,,20240526000501,2024-05-26 00:05:01,18.28,,10931366484.08,18:39:55,,1279964,,0.0
KRSBP,TQBR,,,,,0,0,0,18.44,17.7,18.46,18.04,0,0,7,12628.0,140.78,18.1,0,-1.09,-0.2,,18.1,18.28,-1.1,222,80400,1455126,16222,,N,23:50:04,,,18.04,18.04,18.1,,,-0.2,18:45:16,,,-0.26,,20240526000501,2024-05-26 00:05:01,18.04,1000.0,3048639637.12,18:45:16,,1455126,,0.0
KUBE,TQBR,,,,,0,0,0,341.0,331.0,349.8,332.6,0,0,1,3326.0,37.08,338.2,0,-0.47,-1.6,,338.2,339.8,-1.42,214,5870,1985608,22135,,N,23:50:04,,,332.8,332.8,338.2,,,-4.8,18:38:33,,,-7.2,,20240526000501,2024-05-26 00:05:01,332.8,,111307196586.2,18:38:33,,1985608,,0.0
KUZB,TQBR,,,,,0,0,0,0.05835,0.0573,0.05845,0.0576,0,0,20,11520.0,128.42,0.0578,0,-0.77,-0.00045,,0.0578,0.05825,-1.29,418,49460000,2858086,31862,,N,23:50:04,,,0.0576,0.0576,0.0578,,,-0.00075,18:45:09,,,-0.00065,0.05835,20240526000501,2024-05-26 00:05:01,0.0576,610000.0,1296201074.4,18:45:09,,2858086,,0.0
KZOS,TQBR,,,,,0,0,0,115.5,110.2,116.9,112.7,0,0,2,2254.0,25.13,112.9,0,-3.67,-4.3,,112.9,117.2,-2.84,2484,330000,37249531,415256,,N,23:50:04,,,112.7,112.7,112.9,,,-3.3,18:49:12,,,-4.5,115.5,20240526000501,2024-05-26 00:05:01,112.7,1020.0,201182347800.0,18:49:12,,37249531,,0.0
KZOSP,TQBR,,,,,0,0,0,27.1,26.05,27.12,26.16,0,0,1,261.6,2.92,26.43,0,-2.36,-0.64,,26.43,27.07,-3.36,1501,388450,10265877,114443,,N,23:50:04,,,26.16,26.16,26.43,,,-0.91,18:49:49,,,-0.91,27.1,20240526000501,2024-05-26 00:05:01,26.16,110.0,3128631360.0,18:49:49,,10265877,,0.0
LEAS,TQBR,,,,,0,0,0,1037.0,1012.2,1040.0,1017.0,0,0,25,25425.0,283.44,1023.7,0,-0.41,-4.2,,1023.7,1027.9,-1.03,11695,229953,235393371,2624153,,N,23:50:04,,,1017.0,1017.0,1023.7,,,-10.6,18:49:50,,,-10.9,1037.0,20240526000501,2024-05-26 00:05:01,1017.0,223.0,122040000000.0,18:49:50,,235393371,,0.0
LENT,TQBR,,,,,0,0,0,1139.0,1115.5,1139.5,1126.0,0,0,2,2252.0,25.11,1123.5,0,-2.22,-25.5,,1123.5,1149.0,-0.97,2122,49112,55180959,615155,,N,23:50:04,,,1126.0,1127.0,1123.5,,,-11.0,18:46:34,,,-23.0,1139.0,20240526000501,2024-05-26 00:05:01,1126.0,20.0,130599331822.0,18:46:34,,55180959,,0.0
LKOH,TQBR,,,,,0,0,0,7840.5,7701.0,7858.5,7720.0,0,0,5,38600.0,430.31,7759.0,0,-0.75,-58.5,,7761.5,7814.5,-1.55,63380,854290,6629032315,73900113,,N,23:50:05,,,7750.0,7724.0,7761.5,,,-121.5,23:49:55,,,-97.5,7750.0,20240526000501,2024-05-26 00:05:01,7750.0,818.0,5348923682640.0,23:49:55,,6629032315,,0.0
LNZL,TQBR,,,,,0,0,0,15930.0,15840.0,16050.0,15850.0,0,0,5,79250.0,883.47,15940.0,0,-0.13,-20.0,,15940.0,15960.0,-0.38,180,331,5276870,58826,,N,23:50:04,,,15850.0,15840.0,15940.0,,,-60.0,18:45:09,,,-110.0,,20240526000501,2024-05-26 00:05:01,15850.0,5.0,18073755000.0,18:45:09,,5276870,,0.0
LNZLP,TQBR,,,,,0,0,0,2730.0,2680.0,2775.0,2700.0,0,0,5,13500.0,150.5,2715.0,0,-1.45,-40.0,,2715.0,2755.0,-1.1,796,6676,18134750,202165,,N,23:50:04,,,2700.0,2700.0,2715.0,,,-30.0,18:45:05,,,-55.0,2730.0,20240526000501,2024-05-26 00:05:01,2700.0,64.0,938790000.0,18:45:05,,18134750,,0.0
LSNG,TQBR,,,,,0,0,0,21.6,20.92,21.81,21.22,0,0,10,21220.0,236.56,21.32,0,0.42,0.09,,21.32,21.23,-0.09,1289,918200,19577253,218246,,N,23:50:04,,,21.22,21.22,21.32,,,-0.02,18:49:25,,,-0.01,21.6,20240526000501,2024-05-26 00:05:01,21.22,4700.0,180874724490.4,18:49:25,,19577253,,0.0
LSNGP,TQBR,,,,,0,0,0,224.0,215.15,224.7,220.4,0,0,2,4408.0,49.14,220.2,0,-0.92,-2.05,,220.2,222.25,-1.61,4021,571120,125772753,1402108,,N,23:50:04,,,220.4,220.4,220.2,,,-3.6,18:49:50,,,-1.85,224.0,20240526000501,2024-05-26 00:05:01,220.4,1140.0,20555454144.4,18:49:50,,125772753,,0.0
LSRG,TQBR,,,,,0,0,0,845.0,796.2,845.0,802.4,0,0,1,802.4,8.95,814.0,0,-3.58,-30.2,,814.0,844.0,-5.04,58447,1074644,874734110,9751491,,N,23:50:04,,,802.4,802.4,814.0,,,-42.6,18:49:41,,,-41.8,845.0,20240526000501,2024-05-26 00:05:01,802.4,1498.0,82671444516.0,18:49:41,,874734110,,0.0
LVHK,TQBR,,,,,0,0,0,53.75,50.0,55.0,51.25,0,0,3,15375.0,171.4,52.1,0,-4.14,-2.25,,52.1,54.35,-4.47,665,198000,10311420,114951,,N,23:50:04,,,51.25,51.25,52.1,,,-2.4,18:46:13,,,-3.1,53.75,20240526000501,2024-05-26 00:05:01,51.25,2200.0,2713175000.0,18:46:13,,10311420,,0.0
MAGE,TQBR,,,,,0,0,0,5.07,4.9,5.12,4.99,0,0,26,12974.0,144.63,5.02,0,-1.95,-0.1,,5.02,5.12,-1.19,356,421900,2118507,23617,,N,23:50:04,,,4.99,4.98,5.02,,,-0.06,18:45:02,,,-0.13,,20240526000501,2024-05-26 00:05:01,4.99,3000.0,2314552957.32,18:45:02,,2118507,,0.0
MAGEP,TQBR,,,,,0,0,0,3.56,3.44,3.57,3.53,0,0,30,10590.0,118.06,3.51,0,-0.85,-0.03,,3.51,3.54,-0.28,227,425000,1491643,16629,,N,23:50:04,,,3.53,3.53,3.51,,,-0.01,18:48:18,,,-0.01,,20240526000501,2024-05-26 00:05:01,3.53,3000.0,514226586.62,18:48:18,,1491643,,0.0
MAGN,TQBR,,,,,0,0,0,59.94,58.43,59.94,58.93,0,0,1100,648230.0,7226.43,59.16,0,-0.68,-0.405,,59.115,59.54,-1.62,114789,24147060,1426522681,15902802,,N,23:50:05,,,58.685,58.91,59.115,,,-0.97,23:49:58,,,-0.635,58.68,20240526000501,2024-05-26 00:05:01,58.685,28960.0,658503266900.0,23:49:58,,1426522681,,0.0
MBNK,TQBR,,,,,0,0,0,2518.5,2499.5,2518.5,2501.0,0,0,5,12505.0,139.41,2500.5,0,-0.28,-7.0,,2501.0,2507.5,-0.04,6161,217583,544151448,6066173,,N,23:50:04,,,2501.0,2501.0,2501.0,,,-1.0,18:49:28,,,-6.5,2518.5,20240526000501,2024-05-26 00:05:01,2501.0,563.0,86607286563.0,18:49:28,,544151448,,0.0
MDMG,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0.0,,0,0.0,0.0,,1072.0,1072.0,0.0,0,0,0,0,,N,23:50:04,,,1072.0,1072.0,1072.9,,,,23:50:04,,,,,20240526000501,2024-05-26 00:05:01,1072.0,,,,,0,,
MFGS,TQBR,,,,,0,0,0,466.0,451.0,468.5,456.5,0,0,5,22825.0,254.45,459.0,0,-1.08,-5.0,,459.0,464.0,-1.93,98,2080,954935,10646,,N,23:50:04,,,456.5,456.5,459.0,,,-9.0,18:46:49,,,-7.5,,20240526000501,2024-05-26 00:05:01,456.5,50.0,45410202832.5,18:46:49,,954935,,0.0
MFGSP,TQBR,,,,,0,0,0,326.5,316.0,327.0,324.5,0,0,4,12980.0,144.7,322.0,0,-2.13,-7.0,,323.0,329.0,-1.52,70,1280,412300,4596,,N,23:50:04,,,324.0,324.0,,,,-5.0,18:15:47,,,-4.5,,20240526000501,2024-05-26 00:05:01,324.0,,10726955937.5,18:15:47,,412300,,0.0
MGKL,TQBR,,,,,0,0,0,2.6915,2.617,2.733,2.633,0,0,16,4212.8,46.96,2.671,0,-1.86,-0.0505,,2.6725,2.722,-3.41,2857,6971400,18621618,207593,,N,23:50:05,,,2.653,2.635,2.6725,,,-0.093,23:48:42,,,-0.0885,2.6915,20240526000501,2024-05-26 00:05:01,2.653,600.0,3340078985.0,23:48:42,,18621618,,0.0
MGNT,TQBR,,,,,0,0,0,8082.0,7955.0,8140.0,8057.0,0,0,2,16114.0,179.64,8038.0,0,-0.78,-63.0,,8031.5,8102.0,-0.31,31646,329477,2648321820,29523356,,N,23:50:05,,,8135.0,8058.0,8031.5,,,-25.0,23:49:44,,,-44.0,8129.5,20240526000501,2024-05-26 00:05:01,8135.0,4002.0,821099787235.0,23:49:44,,2648321820,,0.0
MGNZ,TQBR,,,,,0,0,0,,,,,0,0,0,0.0,0.0,,0,0.0,0.0,,,,0.0,0,0,0,0,,N,23:50:04,,,7440.0,7440.0,,,,,23:50:04,,,,,20240526000501,2024-05-26 00:05:01,7440.0,,2963143680.0,00:00:00,,0,,0.0
MGTS,TQBR,,,,,0,0,0,1625.0,1565.0,1625.0,1590.0,0,0,2,3180.0,35.45,1595.0,0,-0.62,-10.0,,1595.0,1605.0,-2.45,103,318,506740,5649,,N,23:50:04,,,1590.0,1590.0,1595.0,,,-40.0,18:29:21,,,-15.0,,20240526000501,2024-05-26 00:05:01,1590.0,,126736914090.0,18:29:21,,506740,,0.0
MGTSP,TQBR,,,,,0,0,0,1272.0,1248.0,1280.0,1250.0,0,0,16,20000.0,222.96,1256.0,0,0.0,0.0,,1256.0,1256.0,-1.73,509,5612,7053048,78627,,N,23:50:04,,,1250.0,1250.0,1256.0,,,-22.0,18:45:03,,,-6.0,1272.0,20240526000501,2024-05-26 00:05:01,1250.0,98.0,19392552500.0,18:45:03,,7053048,,0.0
MISB,TQBR,,,,,0,0,0,74.2,70.8,74.5,71.6,0,0,1,7160.0,79.82,72.6,0,-2.81,-2.1,,72.6,74.7,-3.89,166,25600,1858930,20723,,N,23:50:04,,,71.7,71.7,72.6,,,-2.9,18:30:51,,,-3.1,,20240526000501,2024-05-26 00:05:01,71.7,,8724301048.0,18:30:51,,1858930,,0.0
MISBP,TQBR,,,,,0,0,0,70.6,66.0,71.1,66.5,0,0,1,6650.0,74.13,68.3,0,-3.8,-2.7,,68.3,71.0,-6.6,122,23400,1598250,17817,,N,23:50:04,,,66.5,66.5,68.3,,,-4.7,18:45:07,,,-4.5,,20240526000501,2024-05-26 00:05:01,66.5,600.0,708372630.0,18:45:07,,1598250,,0.0
MOEX,TQBR,,,,,0,0,0,237.46,234.85,237.5,237.0,0,0,170,402900.0,4491.51,236.15,0,-0.12,-0.29,,235.86,236.43,0.0,21342,3652190,862466070,9614728,,N,23:50:05,,,237.0,237.03,235.86,,,0.0,23:49:55,,,0.56,236.99,20240526000501,2024-05-26 00:05:01,237.0,140150.0,539507145546.0,23:49:55,,862466070,,0.0
MRKC,TQBR,,,,,0,0,0,0.6,0.5756,0.6044,0.5844,0,0,11,6428.4,71.66,0.5878,0,-2.16,-0.013,,0.5878,0.6008,-2.57,5855,127653000,75045758,836606,,N,23:50:04,,,0.5844,0.5846,0.5878,,,-0.0154,18:48:08,,,-0.0164,0.6,20240526000501,2024-05-26 00:05:01,0.5844,387000.0,24672164993.9,18:48:08,,75045758,,0.0
MRKK,TQBR,,,,,0,0,0,25.7,24.4,25.8,24.76,0,0,1,247.6,2.76,25.12,0,-3.24,-0.84,,25.12,25.96,-3.58,330,57100,1434278,15989,,N,23:50:04,,,24.76,24.76,25.12,,,-0.92,18:39:50,,,-1.2,,20240526000501,2024-05-26 00:05:01,24.76,,51831449249.2,18:39:50,,1434278,,0.0
MRKP,TQBR,,,,,0,0,0,0.3607,0.354,0.3618,0.3556,0,0,4,14224.0,158.57,0.3568,0,-0.75,-0.0027,,0.3568,0.3595,-1.36,2129,161590000,57660151,642792,,N,23:50:04,,,0.3556,0.3555,0.3568,,,-0.0049,18:47:08,,,-0.0039,0.3607,20240526000501,2024-05-26 00:05:01,0.3556,630000.0,40075343740.49,18:47:08,,57660151,,0.0
MRKS,TQBR,,,,,0,0,0,0.753,0.7215,0.7555,0.7275,0,0,1,7275.0,81.1,0.7335,0,-3.87,-0.0295,,0.7335,0.763,-4.28,520,11670000,8562650,95456,,N,23:50:04,,,0.7275,0.728,0.7335,,,-0.0325,18:45:03,,,-0.0355,,20240526000501,2024-05-26 00:05:01,0.7275,10000.0,68978031263.65,18:45:03,,8562650,,0.0
MRKU,TQBR,,,,,0,0,0,0.686,0.6606,0.6908,0.6764,0,0,1,6764.0,75.4,0.674,0,-1.58,-0.0108,,0.674,0.6848,-1.26,2723,133490000,89977316,1003063,,N,23:50:04,,,0.6764,0.6764,0.674,,,-0.0086,18:49:35,,,-0.0084,0.686,20240526000501,2024-05-26 00:05:01,0.6764,150000.0,59137980534.92,18:49:35,,89977316,,0.0
MRKV,TQBR,,,,,0,0,0,0.072,0.06975,0.07235,0.071,0,0,22,15620.0,174.13,0.0708,0,-1.05,-0.00075,,0.0708,0.07155,-1.39,1469,479030000,33926833,378215,,N,23:50:04,,,0.071,0.071,0.0708,,,-0.001,18:49:39,,,-0.00055,,20240526000501,2024-05-26 00:05:01,0.071,3370000.0,13369865069.97,18:49:39,,33926833,,0.0
MRKY,TQBR,,,,,0,0,0,0.0908,0.0866,0.0908,0.0874,0,0,2,1748.0,19.49,0.08815,0,-3.19,-0.0029,,0.08815,0.09105,-2.89,977,101650000,8957934,99863,,N,23:50:04,,,0.0874,0.0874,0.08815,,,-0.0026,18:48:14,,,-0.00365,0.0908,20240526000501,2024-05-26 00:05:01,0.0874,180000.0,13253460663.34,18:48:14,,8957934,,0.0
MRKZ,TQBR,,,,,0,0,0,0.0945,0.08965,0.0946,0.09095,0,0,2,1819.0,20.28,0.09175,0,-2.76,-0.0026,,0.09175,0.09435,-3.24,2195,321360000,29477300,328611,,N,23:50:04,,,0.09095,0.09095,0.09175,,,-0.00305,18:48:41,,,-0.0034,0.0945,20240526000501,2024-05-26 00:05:01,0.09095,130000.0,8711729709.4,18:48:41,,29477300,,0.0
MRSB,TQBR,,,,,0,0,0,0.93,0.892,0.934,0.902,0,0,1,9020.0,100.55,0.909,0,-2.26,-0.021,,0.909,0.93,-2.17,149,2100000,1907900,21269,,N,23:50:04,,,0.902,0.904,0.909,,,-0.02,18:45:07,,,-0.028,,20240526000501,2024-05-26 00:05:01,0.902,10000.0,1213224014.42,18:45:07,,1907900,,0.0
MSNG,TQBR,,,,,0,0,0,3.432,3.32,3.432,3.335,0,0,1,3335.0,37.18,3.364,0,-1.02,-0.0345,,3.365,3.3875,-2.57,2423,14783000,49728330,554369,,N,23:50:05,,,3.3575,3.3385,3.365,,,-0.088,23:49:31,,,-0.0635,3.432,20240526000501,2024-05-26 00:05:01,3.3575,2000.0,132564114599.5,23:49:31,,49728330,,0.0
MSRS,TQBR,,,,,0,0,0,1.3975,1.336,1.4095,1.355,0,0,15,20325.0,226.58,1.371,0,-1.65,-0.023,,1.371,1.394,-3.04,5447,106865000,146508939,1633274,,N,23:50:04,,,1.355,1.355,1.371,,,-0.0425,18:48:34,,,-0.039,,20240526000501,2024-05-26 00:05:01,1.355,60000.0,65998109082.77,18:48:34,,146508939,,0.0
MSTT,TQBR,,,,,0,0,0,207.5,195.05,208.4,196.45,0,0,1,1964.5,21.9,200.8,0,-3.32,-6.9,,200.8,207.7,-4.84,1886,135810,27270089,304006,,N,23:50:04,,,196.45,196.45,200.8,,,-10.0,18:48:24,,,-11.25,207.5,20240526000501,2024-05-26 00:05:01,196.45,10.0,55441234975.0,18:48:24,,27270089,,0.0
MTLR,TQBR,,,,,0,0,0,234.7,225.86,235.5,227.0,0,0,1,227.0,2.53,229.71,0,-2.35,-5.53,,229.95,235.31,-3.21,49581,7476528,1718014705,19152340,,N,23:50:05,,,230.2,227.27,229.95,,,-7.52,23:49:56,,,-8.24,230.2,20240526000501,2024-05-26 00:05:01,230.2,444.0,94493459115.0,23:49:56,,1718014705,,0.0
MTLRP,TQBR,,,,,0,0,0,243.3,237.5,244.15,237.6,0,0,9,21384.0,238.39,240.7,0,-2.11,-5.2,,241.15,246.05,-2.58,9086,1688320,406374348,4530240,,N,23:50:05,,,240.55,237.9,241.15,,,-6.3,23:49:39,,,-8.3,240.55,20240526000501,2024-05-26 00:05:01,240.55,5370.0,32968643004.0,23:49:39,,406374348,,0.0
